Country_Name,Type,NetworkAccessType,NetworkType,YearQuarter,MeasureValue,Unit,Year,Quarter
Slovak Republic,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,4816239.0,Subscriptions,2024,Q2
Slovak Republic,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,4855345.0,Subscriptions,2024,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,1441175.0,Subscriptions,2018,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,1512365.0,Subscriptions,2018,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,1586585.0,Subscriptions,2019,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,1643035.0,Subscriptions,2019,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,1648680.0,Subscriptions,2020,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,1707953.0,Subscriptions,2020,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,1744261.0,Subscriptions,2021,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,1789508.0,Subscriptions,2021,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,1834250.0,Subscriptions,2022,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,1864473.0,Subscriptions,2022,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,1885400.0,Subscriptions,2023,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,1899863.0,Subscriptions,2023,Q4
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,1950459.0,Subscriptions,2024,Q2
Slovenia,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,1973040.0,Subscriptions,2024,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,43494660.0,Subscriptions,2018,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,44381730.0,Subscriptions,2018,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,45805961.0,Subscriptions,2019,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,46692271.0,Subscriptions,2019,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,46777172.0,Subscriptions,2020,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,47866327.0,Subscriptions,2020,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,48404138.0,Subscriptions,2021,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,49432310.0,Subscriptions,2021,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,50697519.0,Subscriptions,2022,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,51600979.0,Subscriptions,2022,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,52585580.0,Subscriptions,2023,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,53650032.0,Subscriptions,2023,Q4
Spain,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,54039128.0,Subscriptions,2024,Q2
Spain,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,55072886.0,Subscriptions,2024,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,10551877.0,Subscriptions,2018,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,10990973.0,Subscriptions,2018,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,11046790.0,Subscriptions,2019,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,11372733.0,Subscriptions,2019,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,11573176.0,Subscriptions,2020,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,11544191.0,Subscriptions,2020,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,11689091.0,Subscriptions,2021,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,11830683.0,Subscriptions,2021,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,12061906.0,Subscriptions,2022,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,12445297.0,Subscriptions,2022,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,12504040.0,Subscriptions,2023,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,12548395.0,Subscriptions,2023,Q4
Sweden,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,12636051.0,Subscriptions,2024,Q2
Sweden,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,12714043.0,Subscriptions,2024,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,7541267.0,Subscriptions,2018,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,7772787.0,Subscriptions,2018,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,7942569.0,Subscriptions,2019,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,8112350.0,Subscriptions,2019,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,8088416.0,Subscriptions,2020,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,8064483.0,Subscriptions,2020,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,8054115.0,Subscriptions,2021,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,8043747.0,Subscriptions,2021,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,8176990.0,Subscriptions,2022,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,8310233.0,Subscriptions,2022,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,8533895.0,Subscriptions,2023,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,8744915.0,Subscriptions,2023,Q4
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,8962727.0,Subscriptions,2024,Q2
Switzerland,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,9044491.0,Subscriptions,2024,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,58358956.0,Subscriptions,2018,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,60436864.0,Subscriptions,2018,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,60802355.0,Subscriptions,2019,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,61684363.0,Subscriptions,2019,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,62596692.0,Subscriptions,2020,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,65139424.0,Subscriptions,2020,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,67857214.0,Subscriptions,2021,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,69581807.0,Subscriptions,2021,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,70456341.0,Subscriptions,2022,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,70944563.0,Subscriptions,2022,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,73153793.0,Subscriptions,2023,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,73046184.0,Subscriptions,2023,Q4
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,74865156.0,Subscriptions,2024,Q2
Türkiye,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,75180553.0,Subscriptions,2024,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,60255757.0,Subscriptions,2018,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,61652269.0,Subscriptions,2018,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,62717335.0,Subscriptions,2019,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,63026424.0,Subscriptions,2019,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,60837233.0,Subscriptions,2020,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,64016490.0,Subscriptions,2020,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,66158804.0,Subscriptions,2021,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,68285742.0,Subscriptions,2021,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,68515646.0,Subscriptions,2022,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,70428865.0,Subscriptions,2022,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,72503702.0,Subscriptions,2023,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,74436011.0,Subscriptions,2023,Q4
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,75374970.0,Subscriptions,2024,Q2
United Kingdom,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,76538020.0,Subscriptions,2024,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,445287000.0,Subscriptions,2018,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,473663101.0,Subscriptions,2018,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,478471000.0,Subscriptions,2019,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,492896000.0,Subscriptions,2019,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,499344000.0,Subscriptions,2020,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,518730000.0,Subscriptions,2020,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,534643594.0,Subscriptions,2021,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,558699877.0,Subscriptions,2021,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,570000000.0,Subscriptions,2022,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,586991000.0,Subscriptions,2022,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,610662000.0,Subscriptions,2023,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,637079000.0,Subscriptions,2023,Q4
United States,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,664639000.0,Subscriptions,2024,Q2
United States,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,679709000.0,Subscriptions,2024,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,1280975819.0,Subscriptions,2018,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,1330050057.0,Subscriptions,2018,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,1358455617.0,Subscriptions,2019,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,1400638171.0,Subscriptions,2019,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,1405881527.0,Subscriptions,2020,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,1449988784.0,Subscriptions,2020,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,1490787016.0,Subscriptions,2021,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,1541389678.0,Subscriptions,2021,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,1575636868.0,Subscriptions,2022,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,1606530036.0,Subscriptions,2022,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,1656618772.0,Subscriptions,2023,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,1696130677.0,Subscriptions,2023,Q4
OECD,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,1741954319.0,Subscriptions,2024,Q2
OECD,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,1774980578.0,Subscriptions,2024,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,190393144.0,Subscriptions,2018,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,184570501.0,Subscriptions,2018,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,185367477.0,Subscriptions,2019,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,183789072.0,Subscriptions,2019,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,183031197.0,Subscriptions,2020,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,190738810.0,Subscriptions,2020,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,184751958.0,Subscriptions,2021,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,189002968.0,Subscriptions,2021,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,195618746.0,Subscriptions,2022,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,196025043.0,Subscriptions,2022,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,197822736.0,Subscriptions,2023,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,201188707.0,Subscriptions,2023,Q4
Brazil,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,201376514.0,Subscriptions,2024,Q2
Brazil,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,203452322.0,Subscriptions,2024,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,4974501.0,Subscriptions,2018,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,5100755.0,Subscriptions,2018,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,5270010.0,Subscriptions,2019,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,5474681.0,Subscriptions,2019,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,5456411.0,Subscriptions,2020,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,5482476.0,Subscriptions,2020,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,5589081.0,Subscriptions,2021,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,5617503.0,Subscriptions,2021,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,5730021.0,Subscriptions,2022,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,5855998.0,Subscriptions,2022,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,5942021.0,Subscriptions,2023,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,6012108.0,Subscriptions,2023,Q4
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,6170517.0,Subscriptions,2024,Q2
Bulgaria,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,6103573.0,Subscriptions,2024,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,3514032.0,Subscriptions,2018,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,3623860.0,Subscriptions,2019,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,4598772.0,Subscriptions,2020,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,4716731.0,Subscriptions,2021,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,5096828.0,Subscriptions,2022,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,5445021.0,Subscriptions,2023,Q2
Croatia,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,5442857.0,Subscriptions,2023,Q4
Croatia,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,5666981.0,Subscriptions,2024,Q2
Croatia,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,5487857.0,Subscriptions,2024,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,23786590.0,Subscriptions,2018,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,24685448.0,Subscriptions,2019,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,25819880.0,Subscriptions,2020,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,27994138.0,Subscriptions,2021,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,30007570.0,Subscriptions,2022,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,30311171.0,Subscriptions,2023,Q4
Peru,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,31796451.0,Subscriptions,2024,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2018-Q2,17404303.0,Subscriptions,2018,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,18160707.0,Subscriptions,2018,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2019-Q2,17909236.0,Subscriptions,2019,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,17962692.0,Subscriptions,2019,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2020-Q2,17668298.0,Subscriptions,2020,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,18353154.0,Subscriptions,2020,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2021-Q2,18486233.0,Subscriptions,2021,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,19294349.0,Subscriptions,2021,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2022-Q2,19358562.0,Subscriptions,2022,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,19658734.0,Subscriptions,2022,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2023-Q2,19946575.0,Subscriptions,2023,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,20388418.0,Subscriptions,2023,Q4
Romania,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,20423074.0,Subscriptions,2024,Q2
Romania,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,20873758.0,Subscriptions,2024,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2018-Q4,58054000.0,Subscriptions,2018,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2019-Q4,60348000.0,Subscriptions,2019,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2020-Q4,63060000.0,Subscriptions,2020,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2021-Q4,80145000.0,Subscriptions,2021,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2022-Q4,83104158.0,Subscriptions,2022,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2023-Q4,75790578.0,Subscriptions,2023,Q4
Thailand,Subscriptions,Data and Voice,Mobile broadband,2024-Q2,77706514.0,Subscriptions,2024,Q2
Thailand,Subscriptions,Data and Voice,Mobile broadband,2024-Q4,75118205.0,Subscriptions,2024,Q4
Australia,Subscriptions,Data only,Mobile broadband,2018-Q2,6561000.0,Subscriptions,2018,Q2
Australia,Subscriptions,Data only,Mobile broadband,2018-Q4,7970000.0,Subscriptions,2018,Q4
Australia,Subscriptions,Data only,Mobile broadband,2019-Q2,5227000.0,Subscriptions,2019,Q2
Australia,Subscriptions,Data only,Mobile broadband,2019-Q4,4776000.0,Subscriptions,2019,Q4
Australia,Subscriptions,Data only,Mobile broadband,2020-Q2,4794000.0,Subscriptions,2020,Q2
Australia,Subscriptions,Data only,Mobile broadband,2020-Q4,4627000.0,Subscriptions,2020,Q4
Australia,Subscriptions,Data only,Mobile broadband,2021-Q2,4577000.0,Subscriptions,2021,Q2
Australia,Subscriptions,Data only,Mobile broadband,2021-Q4,4341000.0,Subscriptions,2021,Q4
Australia,Subscriptions,Data only,Mobile broadband,2022-Q2,4376000.0,Subscriptions,2022,Q2
Australia,Subscriptions,Data only,Mobile broadband,2022-Q4,4393000.0,Subscriptions,2022,Q4
Australia,Subscriptions,Data only,Mobile broadband,2023-Q2,4304000.0,Subscriptions,2023,Q2
Australia,Subscriptions,Data only,Mobile broadband,2023-Q4,4213000.0,Subscriptions,2023,Q4
Australia,Subscriptions,Data only,Mobile broadband,2024-Q2,4164000.0,Subscriptions,2024,Q2
Australia,Subscriptions,Data only,Mobile broadband,2024-Q4,4093000.0,Subscriptions,2024,Q4
Austria,Subscriptions,Data only,Mobile broadband,2018-Q2,2139968.0,Subscriptions,2018,Q2
Austria,Subscriptions,Data only,Mobile broadband,2018-Q4,2161508.0,Subscriptions,2018,Q4
Austria,Subscriptions,Data only,Mobile broadband,2019-Q2,2287748.0,Subscriptions,2019,Q2
Austria,Subscriptions,Data only,Mobile broadband,2019-Q4,2270874.0,Subscriptions,2019,Q4
Austria,Subscriptions,Data only,Mobile broadband,2020-Q2,2157075.0,Subscriptions,2020,Q2
Austria,Subscriptions,Data only,Mobile broadband,2020-Q4,2197389.0,Subscriptions,2020,Q4
Austria,Subscriptions,Data only,Mobile broadband,2021-Q2,2169955.0,Subscriptions,2021,Q2
Austria,Subscriptions,Data only,Mobile broadband,2021-Q4,2217461.0,Subscriptions,2021,Q4
Austria,Subscriptions,Data only,Mobile broadband,2022-Q2,2252195.0,Subscriptions,2022,Q2
Austria,Subscriptions,Data only,Mobile broadband,2022-Q4,2308199.0,Subscriptions,2022,Q4
Austria,Subscriptions,Data only,Mobile broadband,2023-Q2,2330468.0,Subscriptions,2023,Q2
Austria,Subscriptions,Data only,Mobile broadband,2023-Q4,2341952.0,Subscriptions,2023,Q4
Austria,Subscriptions,Data only,Mobile broadband,2024-Q2,2639066.0,Subscriptions,2024,Q2
Austria,Subscriptions,Data only,Mobile broadband,2024-Q4,2770206.0,Subscriptions,2024,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2018-Q2,711213.0,Subscriptions,2018,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2018-Q4,578128.0,Subscriptions,2018,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2019-Q2,591812.0,Subscriptions,2019,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2019-Q4,594282.0,Subscriptions,2019,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2020-Q2,635730.0,Subscriptions,2020,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2020-Q4,642018.0,Subscriptions,2020,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2021-Q2,634393.0,Subscriptions,2021,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2021-Q4,675776.0,Subscriptions,2021,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2022-Q2,762853.0,Subscriptions,2022,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2022-Q4,760414.0,Subscriptions,2022,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2023-Q2,789978.0,Subscriptions,2023,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2023-Q4,810552.0,Subscriptions,2023,Q4
Belgium,Subscriptions,Data only,Mobile broadband,2024-Q2,828005.0,Subscriptions,2024,Q2
Belgium,Subscriptions,Data only,Mobile broadband,2024-Q4,864921.0,Subscriptions,2024,Q4
Canada,Subscriptions,Data only,Mobile broadband,2018-Q2,2340815.0,Subscriptions,2018,Q2
Canada,Subscriptions,Data only,Mobile broadband,2018-Q4,2506043.0,Subscriptions,2018,Q4
Canada,Subscriptions,Data only,Mobile broadband,2019-Q2,2696649.0,Subscriptions,2019,Q2
Canada,Subscriptions,Data only,Mobile broadband,2019-Q4,2684337.0,Subscriptions,2019,Q4
Canada,Subscriptions,Data only,Mobile broadband,2020-Q2,3842578.0,Subscriptions,2020,Q2
Canada,Subscriptions,Data only,Mobile broadband,2020-Q4,2556666.0,Subscriptions,2020,Q4
Canada,Subscriptions,Data only,Mobile broadband,2021-Q2,2568319.0,Subscriptions,2021,Q2
Canada,Subscriptions,Data only,Mobile broadband,2021-Q4,2509705.0,Subscriptions,2021,Q4
Canada,Subscriptions,Data only,Mobile broadband,2022-Q2,2331346.0,Subscriptions,2022,Q2
Canada,Subscriptions,Data only,Mobile broadband,2022-Q4,2152319.0,Subscriptions,2022,Q4
Canada,Subscriptions,Data only,Mobile broadband,2023-Q2,1969636.0,Subscriptions,2023,Q2
Canada,Subscriptions,Data only,Mobile broadband,2023-Q4,1842847.0,Subscriptions,2023,Q4
Canada,Subscriptions,Data only,Mobile broadband,2024-Q2,1701820.0,Subscriptions,2024,Q2
Canada,Subscriptions,Data only,Mobile broadband,2024-Q4,1589363.0,Subscriptions,2024,Q4
Chile,Subscriptions,Data only,Mobile broadband,2018-Q2,818468.0,Subscriptions,2018,Q2
Chile,Subscriptions,Data only,Mobile broadband,2018-Q4,737559.0,Subscriptions,2018,Q4
Chile,Subscriptions,Data only,Mobile broadband,2019-Q2,652214.0,Subscriptions,2019,Q2
Chile,Subscriptions,Data only,Mobile broadband,2019-Q4,570505.0,Subscriptions,2019,Q4
Chile,Subscriptions,Data only,Mobile broadband,2020-Q2,638288.0,Subscriptions,2020,Q2
Chile,Subscriptions,Data only,Mobile broadband,2020-Q4,761360.0,Subscriptions,2020,Q4
Chile,Subscriptions,Data only,Mobile broadband,2021-Q2,885646.0,Subscriptions,2021,Q2
Chile,Subscriptions,Data only,Mobile broadband,2021-Q4,859868.0,Subscriptions,2021,Q4
Chile,Subscriptions,Data only,Mobile broadband,2022-Q2,743582.0,Subscriptions,2022,Q2
Chile,Subscriptions,Data only,Mobile broadband,2022-Q4,497285.0,Subscriptions,2022,Q4
Chile,Subscriptions,Data only,Mobile broadband,2023-Q2,441024.0,Subscriptions,2023,Q2
Chile,Subscriptions,Data only,Mobile broadband,2023-Q4,475890.0,Subscriptions,2023,Q4
Chile,Subscriptions,Data only,Mobile broadband,2024-Q2,457282.0,Subscriptions,2024,Q2
Chile,Subscriptions,Data only,Mobile broadband,2024-Q4,487182.0,Subscriptions,2024,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2018-Q2,370211.0,Subscriptions,2018,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2018-Q4,389878.0,Subscriptions,2018,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2019-Q2,412737.0,Subscriptions,2019,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2019-Q4,405769.0,Subscriptions,2019,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2020-Q2,417660.0,Subscriptions,2020,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2020-Q4,441289.0,Subscriptions,2020,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2021-Q2,487850.0,Subscriptions,2021,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2021-Q4,499784.0,Subscriptions,2021,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2022-Q2,464687.0,Subscriptions,2022,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2022-Q4,479428.0,Subscriptions,2022,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2023-Q2,467670.0,Subscriptions,2023,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2023-Q4,474115.0,Subscriptions,2023,Q4
Colombia,Subscriptions,Data only,Mobile broadband,2024-Q2,452051.0,Subscriptions,2024,Q2
Colombia,Subscriptions,Data only,Mobile broadband,2024-Q4,437157.0,Subscriptions,2024,Q4
